iter	Logloss
134	0.1454962829
135	0.1451947512
136	0.1449099326
137	0.1446896647
138	0.1445078614
139	0.1441665298
140	0.1439390791
141	0.1436142279
142	0.1433285631
143	0.143209921
144	0.1428775255
145	0.1425289583
146	0.1423316881
147	0.1420390398
148	0.1417728519
149	0.141552188
150	0.1414012015
151	0.1412242731
152	0.1409940593
153	0.1407327794
154	0.1403853528
155	0.1401498895
156	0.1399860728
157	0.1396458744
158	0.1393135774
159	0.1391623344
160	0.1390837205
161	0.1387625112
162	0.1385852398
163	0.1383637548
164	0.1382450287
165	0.1379766291
166	0.1377121812
167	0.1376160444
168	0.137314546
169	0.1371009961
170	0.136884239
171	0.136625485
172	0.1363029965
173	0.1359874281
174	0.1359292445
175	0.1356924166
176	0.1353976112
177	0.1351366477
178	0.134847171
179	0.1346334548
180	0.1343934906
181	0.1341684962
182	0.1339290568
183	0.1336130927
184	0.1333413723
185	0.1331242908
186	0.1327943749
187	0.1325880645
188	0.1324468829
189	0.132259993
190	0.131998529
191	0.1317297799
192	0.1315188156
193	0.1314143034
194	0.131171077
195	0.1308944392
196	0.1306159489
197	0.1303106137
198	0.1301822788
199	0.1299422375
200	0.1296812761
201	0.1294404232
202	0.129276339
203	0.129057211
204	0.1287470604
205	0.1285936987
206	0.1282616702
207	0.1280877191
208	0.1279193156
209	0.1276932934
210	0.1275060151
211	0.1272620803
212	0.1270786235
213	0.1268390713
214	0.1267032729
215	0.1265093079
216	0.1262353688
217	0.1260187428
218	0.1258386234
219	0.1256104919
220	0.125343175
221	0.1251258283
222	0.1248911174
223	0.1247218793
224	0.1244718424
225	0.1243445593
226	0.1241347853
227	0.1238524156
228	0.1236584453
229	0.123340452
230	0.1232132596
231	0.1230027858
232	0.1228398786
233	0.1226562831
234	0.1224408115
235	0.1222050804
236	0.1219694743
237	0.1218766836
238	0.1216597128
239	0.1214965368
240	0.1213386489
241	0.1211572504
242	0.1209000528
243	0.1206999026
244	0.1204754286
245	0.1203666449
246	0.1202343729
247	0.1200331435
248	0.119823913
249	0.11975846
250	0.1196101632
251	0.1195194756
252	0.1193544039
253	0.1191881191
254	0.1189825573
255	0.1187659668
256	0.1184974822
257	0.1182223969
258	0.1180354487
259	0.1178440434
260	0.1176240555
261	0.1174453324
262	0.1172488005
263	0.117149208
264	0.117021823
265	0.1168055561
266	0.1165793877
267	0.1164839214
268	0.1164059088
269	0.1163123606
270	0.1160894845
271	0.1159080739
272	0.1157631099
273	0.115637354
274	0.1154528532
275	0.1152686494
276	0.11510986
277	0.1149694426
278	0.1147939618
279	0.1146604686
280	0.1144638064
281	0.1143065094
282	0.1141584057
283	0.1139300159
284	0.1137895574
285	0.1136996319
286	0.1134854956
287	0.1133838652
288	0.1131788697
289	0.1129639693
290	0.1127808571
291	0.112648612
292	0.1124953835
293	0.1123494717
294	0.1122228032
295	0.1120468806
296	0.1119655979
297	0.1117955691
298	0.1116469352
299	0.1115269796
300	0.1113323698
301	0.111159712
302	0.1110370901
303	0.110876875
304	0.1107753802
305	0.1106503784
306	0.110494516
307	0.1104397375
308	0.1103884756
309	0.1102361079
310	0.110092566
311	0.1099415147
312	0.1097900247
313	0.1095549477
314	0.1094423256
315	0.1092686274
316	0.1090957777
317	0.1090093865
318	0.1088605974
319	0.108796387
320	0.1087033602
321	0.1085394319
322	0.1085078452
323	0.1083632575
324	0.1081830086
325	0.1080790645
326	0.1079526797
327	0.1078421557
328	0.1076748422
329	0.107611822
330	0.1074326999
331	0.1073150238
332	0.1071761217
333	0.107077442
334	0.1069557133
335	0.1068310344
336	0.1067182988
337	0.1066406434
338	0.1065166826
339	0.1063391419
340	0.1062241313
341	0.1060903454
342	0.1060419658
343	0.10592901
344	0.1057878811
345	0.1057438612
346	0.1055370304
347	0.1054291799
348	0.1052629561
349	0.1052083681
350	0.1051067108
351	0.1049455506
352	0.1048104618
353	0.1046929438
354	0.1045775517
355	0.1044097116
356	0.1043104984
357	0.1041715761
358	0.1040438061
359	0.1038948716
360	0.1037318919
361	0.103617587
362	0.1034502029
363	0.1033291
364	0.1031642616
365	0.1031290944
366	0.102904642
367	0.1028150373
368	0.1027227906
369	0.1026141031
370	0.1025102111
371	0.1023536694
372	0.1022338992
373	0.1022110732
374	0.1021417053
375	0.1021205457
376	0.1020209629
377	0.101831623
378	0.1016810166
379	0.1015419658
380	0.1014543968
381	0.1013057936
382	0.101192138
383	0.1010650313
384	0.1009214102
385	0.1007973976
386	0.1006675069
387	0.1005590285
388	0.1004230505
389	0.1003266584
390	0.100192734
391	0.1000617159
392	0.09993503769
393	0.09990814592
394	0.09978196564
395	0.09961703
396	0.09950233673
397	0.09941387676
398	0.09931303795
399	0.09917697419
400	0.09904511665
401	0.09896692609
402	0.09878933617
403	0.09868537133
404	0.09855991446
405	0.09836454667
406	0.09822847042
407	0.0981157368
408	0.09799904086
409	0.09790494624
410	0.09783581082
411	0.09771630673
412	0.0975721239
413	0.09746373091
414	0.09728037616
415	0.09719248789
416	0.09707690038
417	0.09698284227
418	0.09692752305
419	0.09685114354
420	0.0967943908
421	0.09666848309
422	0.09653053502
423	0.09647344781
424	0.09633547797
425	0.09621033765
426	0.09608945205
427	0.0960044653
428	0.09585986205
429	0.09579246859
430	0.0957116285
431	0.09563522517
432	0.09557607501
433	0.09543834378
434	0.09525722991
435	0.0951704148
436	0.0950326103
437	0.09492318326
438	0.09484106419
439	0.09473985028
440	0.09465911898
441	0.09455643861
442	0.09439667557
443	0.09428621466
444	0.09418899921
445	0.09416165856
446	0.09405465174
447	0.09396661572
448	0.09383344806
449	0.09374439362
450	0.09363584613
451	0.09355117314
452	0.09346857794
453	0.09334568003
454	0.09329872164
455	0.09314414825
456	0.09307091707
457	0.09296304573
458	0.09291092808
459	0.09279362971
460	0.09267843913
461	0.09256991988
462	0.09249138025
463	0.0923828913
464	0.09228574179
465	0.09220024446
466	0.09211438738
467	0.09203950693
468	0.09191695965
469	0.09177902658
470	0.09165612212
471	0.09160289516
472	0.09150028436
473	0.09143784792
474	0.0913565693
475	0.09124466236
476	0.09115042063
477	0.09108497433
478	0.09099433246
479	0.09090222563
480	0.09078537883
481	0.09061502846
482	0.09048954955
483	0.09034912884
484	0.09018953447
485	0.09009554215
486	0.08999526952
487	0.08988452604
488	0.08979415176
489	0.08974290193
490	0.08967666414
491	0.08964202732
492	0.08956289634
493	0.08947180048
494	0.08938120248
495	0.08930403892
496	0.08919426162
497	0.08914118782
498	0.08906407506
499	0.08897329843
500	0.0888276151
501	0.08871902938
502	0.08861714472
503	0.08853089204
504	0.08846857213
505	0.08840000636
506	0.08833526237
507	0.08829648042
508	0.08819797159
509	0.08809575328
510	0.08804116447
511	0.08792903968
512	0.08785338745
513	0.0877732021
514	0.08772869479
515	0.08763840271
516	0.0875092546
517	0.08739874854
518	0.0873293159
519	0.08718842465
520	0.08707740856
521	0.08699506917
522	0.08687505009
523	0.08678676692
524	0.08672872451
525	0.08657903405
526	0.08649192793
527	0.08641521161
528	0.08629924597
529	0.0862058154
530	0.08613669135
531	0.08605270289
532	0.08599611665
533	0.08593012466
534	0.08588520406
535	0.08584834099
536	0.0857837985
537	0.08572670225
538	0.08562991927
539	0.08553125574
540	0.0854647476
541	0.08541274984
542	0.08525962474
543	0.08515238965
544	0.08503808073
545	0.08494798553
546	0.08490443396
547	0.08484395962
548	0.08474873462
549	0.08466090751
550	0.08459319916
551	0.08449264085
552	0.08439663924
553	0.08427968828
554	0.08423322813
555	0.08412860249
556	0.08402744882
557	0.08390292803
558	0.08383513996
559	0.08380732566
560	0.08370687356
561	0.08366505087
562	0.08351827514
563	0.08345770054
564	0.08337143753
565	0.08328670953
566	0.08321016255
567	0.08313795588
568	0.08299114838
569	0.08295558855
570	0.08287534112
571	0.08280597681
572	0.08274814447
573	0.082715301
574	0.08263306174
575	0.08257837542
576	0.08252674914
577	0.0824977181
578	0.08242382491
579	0.08233450643
580	0.08226249178
581	0.08222688575
582	0.08212325574
583	0.08206178104
584	0.08198839928
585	0.08190059319
586	0.08185117612
587	0.08177105648
588	0.08171824545
589	0.08164512474
590	0.08156097475
591	0.08148395722
592	0.08138113674
593	0.08132265758
594	0.08121882645
595	0.08109028343
596	0.08099253705
597	0.08090458931
598	0.08072514766
599	0.08064704401
600	0.08059218183
601	0.08054439671
602	0.08052265171
603	0.08043275627
604	0.08036295195
605	0.08033353836
606	0.08024949146
607	0.08021567004
608	0.08009516191
609	0.08002432687
610	0.07995935911
611	0.07989844045
612	0.07982330426
613	0.07979217754
614	0.07973350867
615	0.07965596926
616	0.0796031082
617	0.07953054582
618	0.07947185895
619	0.07939357693
620	0.07936920698
621	0.07927593727
622	0.07918032744
623	0.07911294986
624	0.07904565673
625	0.07901344523
626	0.0789224687
627	0.07882595988
628	0.07875162823
629	0.07871736412
630	0.07864923588
631	0.07857653439
632	0.0785261336
633	0.07848114986
634	0.07840750578
635	0.07836255028
636	0.07830338236
637	0.07825008262
638	0.07815010942
639	0.07809695015
640	0.07801034514
641	0.07793519229
642	0.07786774239
643	0.07783976946
644	0.07777207725
645	0.07773655916
646	0.07768567513
647	0.07762654555
648	0.07754687679
649	0.07747861661
650	0.07744397781
651	0.07739726716
652	0.07736974571
653	0.07730455728
654	0.07728595938
655	0.07722952132
656	0.07717349871
657	0.077089347
658	0.07704694291
659	0.0769786239
660	0.07695339925
661	0.07690780277
662	0.07683291705
663	0.07672444575
664	0.076677115
665	0.07664725971
666	0.07660146467
667	0.0765649263
668	0.07643769483
669	0.07635717409
670	0.07628055752
671	0.07626220648
672	0.07624319845
673	0.07619705979
674	0.07612405235
675	0.07603769887
676	0.07599153007
677	0.07589926267
678	0.07582326315
679	0.07573548252
680	0.07564670919
681	0.0756234229
682	0.0755613874
683	0.07551998169
684	0.07547257862
685	0.07543661255
686	0.07541816166
687	0.07536642847
688	0.07529410252
689	0.07522525771
690	0.07516654484
691	0.0750844212
692	0.07505651098
693	0.07501988875
694	0.0749899268
695	0.0748872512
696	0.07480073988
697	0.07476616552
698	0.0747432161
699	0.07472232816
700	0.07466467978
701	0.0746450735
702	0.07455914565
703	0.07449272492
704	0.07443753381
705	0.07434983297
706	0.07427657698
707	0.07420619476
708	0.07412939408
709	0.07403830784
710	0.07401362448
711	0.07394174541
712	0.07391615795
713	0.07389211033
714	0.07385614865
715	0.07381719007
716	0.0737566464
717	0.0737114457
718	0.07363583934
719	0.07356151113
720	0.07348115989
721	0.07346523303
722	0.07340232446
723	0.07332900886
724	0.07324394052
725	0.0731801126
726	0.07313523312
727	0.0731145063
728	0.07305147771
729	0.0729728531
730	0.07288536062
731	0.0728184558
732	0.07275868317
733	0.07266195942
734	0.07258793997
735	0.0725347799
736	0.07251314634
737	0.07248185071
738	0.07240820629
739	0.07233749716
740	0.07228554892
741	0.07219481089
742	0.07214368962
743	0.07205964583
744	0.07198492149
745	0.07195227222
746	0.07186866068
747	0.07180513325
748	0.0717441607
749	0.07167720252
750	0.07159724477
751	0.07155774506
752	0.07150226827
753	0.07141907038
754	0.07133300584
755	0.07129650448
756	0.07122713007
757	0.07116739774
758	0.07112400129
759	0.07107526282
760	0.07103479597
761	0.07092867797
762	0.07089637647
763	0.07084056941
764	0.07077246317
765	0.07071882118
766	0.07065995164
767	0.07060342648
768	0.07057513817
769	0.07051293101
770	0.07045344388
771	0.07043608961
772	0.07037697191
773	0.07033682746
774	0.07028609831
775	0.07021711623
776	0.07018330857
777	0.07012750816
778	0.07010746914
779	0.07005916805
780	0.07002221775
781	0.06997396625
782	0.069877852
783	0.06985267104
784	0.06980138843
785	0.06974489767
786	0.06970653405
787	0.06964982941
788	0.06961037682
789	0.06953951657
790	0.06948174953
791	0.06943540319
792	0.06937732109
793	0.0693063862
794	0.06924024138
795	0.06918539761
796	0.06912385327
797	0.06910962842
798	0.06907130883
799	0.06901950314
800	0.06900661063
801	0.06899883952
802	0.06891850285
803	0.0688878638
804	0.06883038137
805	0.06878354146
806	0.06875966121
807	0.06872417461
808	0.0686912163
809	0.06867896878
810	0.06862012659
811	0.06856989412
812	0.06852220525
813	0.0684921593
814	0.06845487207
815	0.06840954662
816	0.06832699673
817	0.06830924973
818	0.06826216393
819	0.06818060016
820	0.06812235757
821	0.06805645558
822	0.06799612427
823	0.06795407473
824	0.06789886147
825	0.06786772813
826	0.06778176229
827	0.06770423656
828	0.06765222994
829	0.06755505703
830	0.06752252545
831	0.06746973164
832	0.0674490185
833	0.06739291471
834	0.06734682889
835	0.06730331804
836	0.06726774475
837	0.06716689392
838	0.06715248301
839	0.0671399731
840	0.06709617184
841	0.06705504358
842	0.0670463033
843	0.06701260208
844	0.06698353744
845	0.06693954185
846	0.06687565667
847	0.06682188987
848	0.0667703006
849	0.06668775514
850	0.06665224576
851	0.06660702203
852	0.06658362724
853	0.06653156636
854	0.06645606592
855	0.06638811625
856	0.06632682041
857	0.06625835003
858	0.0662101084
859	0.06615123047
860	0.06610223097
861	0.06602703203
862	0.06598931989
863	0.06594421022
864	0.06591274692
865	0.06585657505
866	0.06581687925
867	0.0657907782
868	0.06575294043
869	0.06570829627
870	0.06568793844
871	0.06561666483
872	0.06556577055
873	0.06551417877
874	0.06544949685
875	0.06540619807
876	0.06539109655
877	0.06535727382
878	0.06531254018
879	0.06527099235
880	0.06525316403
881	0.06520441082
882	0.06515182891
883	0.06508167158
884	0.06500774001
885	0.06492725433
886	0.06487191998
887	0.06481109621
888	0.06476237184
889	0.06473515901
890	0.06469678826
891	0.06468085844
892	0.06465145489
893	0.06457925276
894	0.06456947229
895	0.06451979695
896	0.06447332947
897	0.06445561665
898	0.06442345318
899	0.06438559626
900	0.06434659089
901	0.06430645532
902	0.06425629079
903	0.06419143559
904	0.06418475458
905	0.06414237073
906	0.06410379756
907	0.06406608556
908	0.06402498074
909	0.06394716287
910	0.06391602521
911	0.0638466926
912	0.06379793817
913	0.06377386047
914	0.06375735813
915	0.06366960012
916	0.06366104279
917	0.06362391647
918	0.06359620301
919	0.06356163978
920	0.06350253649
921	0.06345953253
922	0.06340780266
923	0.06337504235
924	0.0633151922
925	0.06325457874
926	0.06320294068
927	0.06315308991
928	0.06312252746
929	0.06308527805
930	0.06304173873
931	0.06300555079
932	0.06297553822
933	0.06293797286
934	0.06290181229
935	0.06286061739
936	0.06283290179
937	0.06280986877
938	0.06274678027
939	0.0627028842
940	0.06263639007
941	0.06260793408
942	0.06257255818
943	0.06253526716
944	0.0624868461
945	0.0624177973
946	0.06238745128
947	0.06232585439
948	0.06228904799
949	0.06227309251
950	0.06222973959
951	0.06217776866
952	0.06211927688
953	0.06207140029
954	0.06203349598
955	0.06199926842
956	0.06194698615
957	0.06190451287
958	0.06184316976
959	0.06177410548
960	0.0617424966
961	0.0617012622
962	0.06167567952
963	0.0616118954
964	0.06155128438
965	0.06151170999
966	0.06146560459
967	0.06143610707
968	0.0613941825
969	0.06133659615
970	0.06128333023
971	0.06121592319
972	0.0611957243
973	0.06112689957
974	0.06111805461
975	0.06107210102
976	0.06104330681
977	0.06102885522
978	0.06100136348
979	0.06096018415
980	0.0609347241
981	0.06090218914
982	0.06088349917
983	0.0608518858
984	0.06080684856
985	0.06076337225
986	0.06071828416
987	0.06067343706
988	0.06064588473
989	0.06059467087
990	0.06056252921
991	0.06053676717
992	0.06049260414
993	0.06048451273
994	0.06042020865
995	0.06038473679
996	0.06034780125
997	0.06031247326
998	0.06027111152
999	0.06025365001
